name,networth,country,source,rank,age,residence,citizenship,status,children,education,self_made,degree,university,longitude,latitude,combined
Carl Icahn,15.8,United States,investments,124,85.0,"Indian Creek, Florida",United States,Married,2.0,"Drop Out, New York University; Bachelor of Arts/Science, Princeton University",True,Drop Out," New York University; Bachelor of Arts/Science, Princeton University",-80.1372166,25.8771392,carl-icahn
Suleiman Kerimov & family,15.8,Russia,investments,124,55.0,"Moscow, Russia",Russia,Married,3.0,"Bachelor of Arts/Science, Dagestan State University",True,Bachelor of Arts/Science, Dagestan State University,37.6174943,55.7504461,suleiman-kerimov
"Thomas Frist, Jr. & family",15.7,United States,hospitals,126,82.0,"Nashville, Tennessee",United States,Married,3.0,"Bachelor of Arts/Science, Vanderbilt University; Medical Doctor, Washington University",True,Bachelor of Arts/Science," Vanderbilt University; Medical Doctor, Washington University",-86.7743531,36.1622296,"thomas-frist,-jr."
Lukas Walton,15.6,United States,Walmart,127,34.0,"Jackson, Wyoming",United States,Single,,"Bachelor of Arts/Science, Colorado College",False,Bachelor of Arts/Science, Colorado College,-110.761815,43.479965,lukas-walton
Mikhail Fridman,15.5,Russia,"oil, banking, telecom",128,57.0,"London, United Kingdom",Russia,Divorced,5.0,"Bachelor of Arts/Science, Moscow Institute of Steel and Alloys",True,Bachelor of Arts/Science, Moscow Institute of Steel and Alloys,-0.1276474,51.5073219,mikhail-fridman
Wei Jianjun & family,15.5,China,automobiles,128,57.0,"Baoding, China",China,Married,,"Bachelor of Arts/Science, Hebei Province",True,Bachelor of Arts/Science, Hebei Province,115.490696,38.8579735,wei-jianjun
Zuo Hui,15.5,China,real estate services,128,50.0,"Beijing, China",China,,,,True,,,116.3912757,39.906217,zuo-hui
Zhou Qunfei & family,15.4,Hong Kong,smartphone screens,131,,"Hong Kong, Hong Kong",Hong Kong,Married,,,True,,,114.1628131,22.2793278,zhou-qunfei
Donald Bren,15.3,United States,real estate,132,88.0,"Newport Beach, California",United States,Married,7.0,"Bachelor of Arts/Science, University of Washington",True,Bachelor of Arts/Science, University of Washington,-117.9294401,33.6170092,donald-bren
Hinduja brothers,14.9,United Kingdom,diversified,133,,"London, United Kingdom",United Kingdom,,,,False,,,-0.1276474,51.5073219,hinduja-brothers
Lakshmi Mittal,14.9,India,steel,133,70.0,"London, United Kingdom",India,Married,2.0,"Bachelor of Arts/Science, St Xavier's College Calcutta",False,Bachelor of Arts/Science, St Xavier's College Calcutta,-0.1276474,51.5073219,lakshmi-mittal
Georg Schaeffler,14.9,Germany,auto parts,133,56.0,"Herzogenaurach, Germany",Germany,Divorced,4.0,,False,,,10.8815262,49.5710376,georg-schaeffler
Eric Yuan & family,14.9,United States,video conferencing,133,51.0,"Santa Clara, California",United States,Married,3.0,"Master of Engineering Management, China University of Mining and Technology; Bachelor of Engineering, Shandong Institute of Business and Technology",True,Master of Engineering Management," China University of Mining and Technology; Bachelor of Engineering, Shandong Institute of Business and Technology",-121.6846349,37.2333253,eric-yuan
Wang Jianlin,14.8,China,real estate,137,66.0,"Beijing, China",China,Married,1.0,Liaoning University,True,Liaoning University,,116.3912757,39.906217,wang-jianlin
Kwong Siu-hing,14.7,Hong Kong,real estate,138,91.0,"Hong Kong, Hong Kong",Hong Kong,Widowed,4.0,,False,,,114.1628131,22.2793278,kwong-siu-hing
Robin Li,14.7,China,internet search,138,52.0,"Beijing, China",China,Married,4.0,"Bachelor of Arts/Science, Peking University; Master of Arts, University at Buffalo",True,Bachelor of Arts/Science," Peking University; Master of Arts, University at Buffalo",116.3912757,39.906217,robin-li
Pallonji Mistry,14.6,Ireland,construction,140,91.0,"Mumbai, India",Ireland,Married,4.0,,False,,,72.8773928,19.0759899,pallonji-mistry
Eduardo Saverin,14.6,Brazil,Facebook,140,39.0,"Singapore, Singapore",Brazil,Married,1.0,"Bachelor of Arts/Science, Harvard University",True,Bachelor of Arts/Science, Harvard University,103.8194992,1.357107,eduardo-saverin
Roman Abramovich,14.5,Russia,"steel, investments",142,54.0,"Moscow, Russia",Russia,Married,7.0,"Bachelor of Arts/Science, Moscow State Law Academy",True,Bachelor of Arts/Science, Moscow State Law Academy,37.6174943,55.7504461,roman-abramovich
David Tepper,14.5,United States,hedge funds,142,63.0,New Jersey,United States,Married,3.0,"Master of Business Administration, David A. Tepper School of Business; Bachelor of Arts/Science, University of Pittsburgh",True,Master of Business Administration," David A. Tepper School of Business; Bachelor of Arts/Science, University of Pittsburgh",-74.4041622,40.0757384,david-tepper
Gong Hongjia & family,14.4,Hong Kong,video surveillance,144,56.0,"Hong Kong, Hong Kong",Hong Kong,Married,2.0,"Bachelor of Arts/Science, Huazhong University of Science and Technology",True,Bachelor of Arts/Science, Huazhong University of Science and Technology,114.1628131,22.2793278,gong-hongjia
Mike Cannon-Brookes,14.2,Australia,software,145,41.0,"Sydney, Australia",Australia,Married,2.0,"Bachelor of Arts/Science, University of New South Wales",True,Bachelor of Arts/Science, University of New South Wales,151.0979607,-33.8641922,mike-cannon-brookes
"John Menard, Jr.",14.2,United States,home improvement stores,145,81.0,"Eau Claire, Wisconsin",United States,Married,6.0,"Bachelor of Arts/Science, University of Wisconsin, Eau Claire",True,Bachelor of Arts/Science," University of Wisconsin, Eau Claire",-91.4984941,44.811349,"john-menard,-jr."
Seo Jung-jin,14.2,South Korea,biotech,145,63.0,"Seoul, South Korea",South Korea,Married,2.0,"Bachelor of Arts/Science, Konkuk University; Master of Science, Konkuk University",True,Bachelor of Arts/Science," Konkuk University; Master of Science, Konkuk University",126.9782914,37.5666791,seo-jung-jin
Cheng Yixiao,14.1,China,video streaming app,148,37.0,"Beijing, China",China,,,,True,,,116.3912757,39.906217,cheng-yixiao
Liang Wengen,14.1,China,construction equipment,148,64.0,"Changsha, China",China,Married,1.0,"Bachelor of Arts/Science, Central South University",True,Bachelor of Arts/Science, Central South University,112.9335861,28.2302056,liang-wengen
Scott Farquhar,14.0,Australia,software,150,41.0,"Sydney, Australia",Australia,Married,2.0,"Bachelor of Arts/Science, University of New South Wales",True,Bachelor of Arts/Science, University of New South Wales,151.0979607,-33.8641922,scott-farquhar
Finn Rausing,13.9,Sweden,packaging,151,66.0,"London, United Kingdom",Sweden,,,,False,,,-0.1276474,51.5073219,finn-rausing
Jorn Rausing,13.9,Sweden,packaging,151,61.0,"Surrey, United Kingdom",Sweden,,,,False,,,-0.3414524,51.2715316,jorn-rausing
Kirsten Rausing,13.9,Sweden,packaging,151,68.0,"Newmarket, United Kingdom",Sweden,,,,False,,,0.4065503,52.2443103,kirsten-rausing
Brian Chesky,13.7,United States,Airbnb,154,39.0,"San Francisco, California",United States,Single,,"Bachelor of Arts/Science, Rhode Island School of Design",True,Bachelor of Arts/Science, Rhode Island School of Design,-122.419906,37.7790262,brian-chesky
Joseph Lau,13.6,Hong Kong,real estate,155,69.0,"Hong Kong, Hong Kong",Hong Kong,Divorced,6.0,,True,,,114.1628131,22.2793278,joseph-lau
David Duffield,13.5,United States,business software,156,80.0,"Incline Village, Nevada",United States,Married,10.0,"Bachelor of Engineering, Cornell University; Master of Business Administration, Samuel Curtis Johnson Graduate School of Management",True,Bachelor of Engineering," Cornell University; Master of Business Administration, Samuel Curtis Johnson Graduate School of Management",-119.9519094,39.2501246,david-duffield
Charoen Sirivadhanabhakdi,13.5,Thailand,"alcohol, real estate",156,77.0,"Bangkok, Thailand",Thailand,Married,5.0,,True,,,100.4930399,13.7544238,charoen-sirivadhanabhakdi
Kim Jung-ju,13.3,South Korea,online games,158,53.0,"Seoul, South Korea",South Korea,Married,2.0,"Doctorate, Korea Advanced Institute of Science and Technology; Master of Science, Korea Advanced Institute of Science and Technology; Bachelor of Arts/Science, Seoul National University",True,Doctorate," Korea Advanced Institute of Science and Technology; Master of Science, Korea Advanced Institute of Science and Technology; Bachelor of Arts/Science, Seoul National University",126.9782914,37.5666791,kim-jung-ju
Robert & Philip Ng,13.3,Singapore,real estate,158,,"Singapore, Singapore",Singapore,,,,False,,,103.8194992,1.357107,robert-philip-ng
Zhang Bangxin,13.3,China,education,158,41.0,"Beijing, China",China,,,"EMBA, China Europe International Business School",True,EMBA, China Europe International Business School,116.3912757,39.906217,zhang-bangxin
Anders Holch Povlsen,13.2,Denmark,fashion retail,161,48.0,"Aarhus, Denmark",Denmark,Married,4.0,,False,,,10.2134046,56.1496278,anders-holch-povlsen
Wang Wenyin,13.2,China,"mining, copper products",161,53.0,"Shenzhen, China",China,,,,True,,,114.0543297,22.555454,wang-wenyin
Wang Liping & family,13.1,China,hydraulic machinery,163,55.0,"Changzhou, China",China,Married,,,True,,,119.9691539,31.8122623,wang-liping
Tatyana Bakalchuk,13.0,Russia,ecommerce,164,45.0,"Moscow region, Russia",Russia,Married,4.0,"Bachelor of Science, State University of Management",True,Bachelor of Science, State University of Management,40.3072897,43.6713223,tatyana-bakalchuk
Michael Platt,13.0,United Kingdom,hedge funds,164,53.0,"Geneva, Switzerland",United Kingdom,,,"Bachelor of Arts/Science, London School of Economics; Bachelor of Arts/Science, London School of Economics",True,Bachelor of Arts/Science," London School of Economics; Bachelor of Arts/Science, London School of Economics",6.1466014,46.2017559,michael-platt
Huang Shilin,12.9,China,batteries,166,54.0,"Ningde, China",China,,,"Bachelor of Technology, Hefei University of Technology",True,Bachelor of Technology, Hefei University of Technology,119.5432715,26.6695006,huang-shilin
Ricardo Salinas Pliego & family,12.9,Mexico,"retail, media",166,65.0,"Mexico City, Mexico",Mexico,Married,6.0,"Master of Business Administration, A. B. Freeman School of Business; Bachelor of Arts/Science, Tecnológico de Monterrey",False,Master of Business Administration," A. B. Freeman School of Business; Bachelor of Arts/Science, Tecnológico de Monterrey",-99.1331785,19.4326296,ricardo-salinas-pliego
Kumar Birla,12.8,India,commodities,168,53.0,"Mumbai, India",India,Married,3.0,"Master of Business Administration, London Business School; Bachelor of Arts/Science, University of Bombay",False,Master of Business Administration," London Business School; Bachelor of Arts/Science, University of Bombay",72.8773928,19.0759899,kumar-birla
Dang Yanbao,12.7,China,coal,169,48.0,"Yinchuan, China",China,,,"Master of Business Administration, Peking University",True,Master of Business Administration, Peking University,106.2261926,38.4852037,dang-yanbao
Cyrus Poonawalla,12.7,India,vaccines,169,79.0,"Pune, India",India,Widowed,1.0,"Bachelor of Arts/Science, Pune University; Doctorate, Pune University",False,Bachelor of Arts/Science," Pune University; Doctorate, Pune University",73.8544541,18.521428,cyrus-poonawalla
Robert Kuok,12.6,Malaysia,"palm oil, shipping, property",171,97.0,"Hong Kong, Hong Kong",Malaysia,Married,8.0,"Bachelor of Arts/Science, Raffles College",True,Bachelor of Arts/Science, Raffles College,114.1628131,22.2793278,robert-kuok
Hank & Doug Meijer,12.6,United States,supermarkets,171,,"Grand Rapids, Michigan",United States,,,,False,,,-85.6678639,42.9632405,hank-doug-meijer
Jack Dorsey,12.5,United States,"Twitter, Square",173,44.0,"San Francisco, California",United States,Single,,"Drop Out, New York University",True,Drop Out, New York University,-122.419906,37.7790262,jack-dorsey
Lu Zhongfang,12.5,China,education,173,78.0,"Tonghua, China",China,,,,True,,,125.9170455,41.7225544,lu-zhongfang
Ma Jianrong & family,12.5,China,"textiles, apparel",173,57.0,"Ningbo, China",China,Married,,,True,,,121.6203873,29.8622194,ma-jianrong
Zhang Tao,12.5,China,e-commerce,173,48.0,"Beijing, China",China,,,,True,,,116.3912757,39.906217,zhang-tao
Nathan Blecharczyk,12.4,United States,Airbnb,177,37.0,"San Francisco, California",United States,Married,2.0,"Bachelor of Arts/Science, Harvard University",True,Bachelor of Arts/Science, Harvard University,-122.419906,37.7790262,nathan-blecharczyk
John Doerr,12.4,United States,venture capital,177,69.0,"Woodside, California",United States,Married,2.0,"Master of Business Administration, Harvard University; Bachelor of Arts/Science, Rice University; Master of Science, Rice University",True,Master of Business Administration," Harvard University; Bachelor of Arts/Science, Rice University; Master of Science, Rice University",-122.2538557,37.4299388,john-doerr
Joe Gebbia,12.4,United States,Airbnb,177,39.0,"San Francisco, California",United States,In Relationship,,"Bachelor of Arts/Science, Rhode Island School of Design",True,Bachelor of Arts/Science, Rhode Island School of Design,-122.419906,37.7790262,joe-gebbia
Forrest Li,12.4,Singapore,gaming,177,43.0,"Singapore, Singapore",Singapore,Married,,"Bachelor of Engineering, Shanghai Jiaotong University; Master of Business Administration, Stanford Graduate School of Business",True,Bachelor of Engineering," Shanghai Jiaotong University; Master of Business Administration, Stanford Graduate School of Business",103.8194992,1.357107,forrest-li
Yu Renrong,12.3,China,semiconductors,181,55.0,"Ningbo, China",China,,,"Bachelor of Science in Engineering, Tsinghua University",True,Bachelor of Science in Engineering, Tsinghua University,121.6203873,29.8622194,yu-renrong
Liu Yonghao & family,12.1,China,agribusiness,182,69.0,"Chengdu, China",China,Married,2.0,,True,,,104.0633717,30.6598628,liu-yonghao
Gordon Moore,12.1,United States,Intel,182,92.0,"Woodside, California",United States,Married,2.0,"Doctorate, California Institute of Technology; Bachelor of Arts/Science, University of California, Berkeley",True,Doctorate," California Institute of Technology; Bachelor of Arts/Science, University of California, Berkeley",-122.2538557,37.4299388,gordon-moore
Jeff Yass,12.0,United States,"trading, investments",184,62.0,"Haverford, Pennsylvania",United States,Married,4.0,"Bachelor of Arts/Economics, SUNY Binghamton",True,Bachelor of Arts/Economics, SUNY Binghamton,-75.2943516,40.0131672,jeff-yass
Bobby Murphy,11.9,United States,Snapchat,185,32.0,"Venice, California",United States,Single,,"Bachelor of Arts/Science, Stanford University",True,Bachelor of Arts/Science, Stanford University,-118.4615272,33.9883349,bobby-murphy
Patrick Drahi,11.8,France,telecom,186,57.0,"Zermatt, Switzerland",France,Married,4.0,,True,,,7.7494002,46.0222273,patrick-drahi
Jensen Huang,11.8,United States,semiconductors,186,,,,,,,,,,-100.4458825,39.7837304,jensen-huang
Alexander Otto,11.8,Germany,real estate,186,53.0,"Hamburg, Germany",Germany,Married,,"Master of Business Administration, Harvard Business School; Bachelor of Arts/Science, Harvard College",False,Master of Business Administration," Harvard Business School; Bachelor of Arts/Science, Harvard College",10.000654,53.550341,alexander-otto
Cen Junda,11.6,China,pharmaceuticals,189,56.0,"Lianyungang, China",China,,,"Doctorate, Zhejiang University",True,Doctorate, Zhejiang University,119.215813,34.5978596,cen-junda
Joseph Tsai,11.6,Canada,e-commerce,189,57.0,"Hong Kong, Hong Kong",Canada,Married,3.0,"Bachelor of Arts/Science, Yale University; Doctor of Jurisprudence, Yale University",True,Bachelor of Arts/Science," Yale University; Doctor of Jurisprudence, Yale University",114.1628131,22.2793278,joseph-tsai
